,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,73410.76397764577,60549.17384657795,-90087768.52716589,-90093815.07158609,-670150.0094604415,-31930.694722201344,-17452.273989424353,-74756358.94519208,6342.260782397314,2694.950241836453,2828.8693832543922,195.08796331102926,35.085709266220576,-17.9770232739393,13.566394989098564,-9.395471732701806,24.49328699095305,38.95187542791269,46.25837029797255,-131.50979719820566,-87.22760509736112,-57.24686191263816,44.99932765581534,24.742464719444662,-45.08063535197855
1,60549.17384657795,57593.63396235872,-86697460.7235922,-86700603.19260457,-349303.66662907536,-15539.488634939724,-8064.197215748186,-38068097.53227827,4246.333809488009,2211.844986592486,2606.6436358168557,204.7402450943538,26.17265773876651,-9.754506491993082,7.64282701300654,-2.2299973134852014,20.454340485677758,28.007648099140415,34.635660226048174,-87.72956174097186,-55.97149277623236,-35.52574916923539,32.66325428915119,19.37100440443074,-33.459881477583146
2,-90087768.52716589,-86697460.7235922,2634290794748.559,2634284605641.9946,-754702797.7360597,-38599975.62529133,-29528898.705686286,-98027136754.59871,-4663742.07756309,-8054008.604114979,-10798320.896398764,-325682.65556474455,-55553.89450562111,14526.264022871715,-93640.67666069091,3189.9473967220533,6719.660643226071,-38617.3040942047,-133546.66813898704,183133.969894756,137789.07716208804,46344.18505045108,-141244.35995181566,-57050.276965330915,95433.36754095185
3,-90093815.07158609,-86700603.19260457,2634284605641.9946,2634278420066.1733,-754411186.8209532,-38584595.74765055,-29519236.09392778,-97992070680.48256,-4665083.707252588,-8053964.7969450895,-10797723.4157958,-325686.397012756,-55558.1107289076,14531.109717998648,-93632.70700478033,3191.9849199834603,6707.550607751295,-38623.70670804952,-133538.2014071624,183163.59125470137,137803.0878575145,46364.04040232189,-141235.61871793595,-57051.38058552616,95439.93972120769
4,-670150.0094604415,-349303.66662907536,-754702797.7360597,-754411186.8209532,28362934.2294815,1395370.6576823795,857469.9276620805,3373269716.6232862,-130039.29654411947,-4383.885559982957,30347.182116632837,-158.4830714482622,-476.93691958499363,368.7523274114728,529.9780507906675,228.20414767686634,-931.4997395672003,-654.2398674711175,290.15632283286976,2816.5250677154604,1451.6283184334513,1686.8919016828304,371.99588064681853,-158.52225863594217,605.0511045046737
5,-31930.694722201344,-15539.488634939724,-38599975.62529133,-38584595.74765055,1395370.6576823795,74685.83339598526,45819.84023757612,166734112.85989776,-6114.624439265217,45.136856877929,2140.323522040949,1.3722025912838653,-22.568996019096307,22.28836789840363,32.946680416259426,11.610666788211416,-52.15125054507181,-33.65194640377917,22.92826980427537,135.71102524120994,69.40658273939303,86.515284425983,26.97983624038293,-5.827869680224544,28.834169596270954
6,-17452.273989424353,-8064.197215748186,-29528898.705686286,-29519236.09392778,857469.9276620805,45819.84023757612,28599.259429115613,103157361.6756259,-3579.286256672432,186.00786908252522,1535.5826253665139,-4.613061674560808,-12.42496797107987,13.374031056562169,22.38894527604441,6.618315238202641,-32.586999783224314,-19.547010434052574,19.01128987795404,79.723140233817,39.18799717189183,52.72424246673182,20.915304044808664,-2.3370093990426786,16.39452241686088
7,-74756358.94519208,-38068097.53227827,-98027136754.59871,-97992070680.48256,3373269716.6232862,166734112.85989776,103157361.6756259,403476845934.72437,-14678207.361539233,10270.49185524923,3727267.8187354314,-38801.98042753677,-53411.28998727415,43540.79346126356,69465.52897982733,26038.00886749241,-112302.15084174875,-74739.59113548606,44593.87185800565,321540.32128135103,162501.4622414317,197432.13753349625,54471.507460248606,-14263.372791223717,67039.13971201036
8,6342.260782397314,4246.333809488009,-4663742.07756309,-4665083.707252588,-130039.29654411947,-6114.624439265217,-3579.286256672432,-14678207.361539233,1435.6243891436734,454.16352153973384,-143.80075432924843,-2.6886449640377914,4.151370717740522,-2.0602084617697924,1.1109970127559328,-1.5074099228128213,4.217814536501014,4.825913923765128,3.3045573014560303,-23.060082105355484,-13.287032939879202,-11.310913908728665,2.997309351427211,4.691634464827206,-7.150363389970678
9,2694.950241836453,2211.844986592486,-8054008.604114979,-8053964.7969450895,-4383.885559982957,45.136856877929,186.00786908252522,10270.49185524923,454.16352153973384,359.47640528281096,-7.7353331829686605,-7.269879457684886,1.9586577299952381,-0.34975279803523546,2.293220638799087,-0.3561765543944065,-0.052436044908904106,1.5635087762824846,3.839510813723279,-6.090219554920684,-4.4470249918552485,-1.7853542089567203,3.952614698142997,2.95131966644112,-2.910464189409318
